activity,timestamp
2,32.0
3,4.679375
4,0.0
3,1.1574074074074073e-05
4,0.0
5,0.0
6,0.0
6,1.1574074074074073e-05
7,103.66952546296297
7,14.002222222222223
8,0.0001273148148148148
5,5.787037037037037e-05
3,12.150300925925926
9,0.0
3,26.80814814814815
10,5.540543981481481
5,0.0
4,9.424571759259258
7,0.0008333333333333334
5,0.00016203703703703703
4,4.737789351851852
10,0.00047453703703703704
5,0.0
4,5.3027546296296295
10,0.00010416666666666667
5,3.472222222222222e-05
4,1.5506365740740742
10,0.0004861111111111111
5,0.0
4,8.20832175925926
10,0.001979166666666667
5,0.0
4,6.8105671296296295
10,0.0004861111111111111
5,0.0
4,1.1300925925925926
10,0.0018055555555555555
5,0.0
4,1.0918981481481482
10,6.944444444444444e-05
5,0.0
4,1.5475925925925926
10,5.787037037037037e-05
5,1.1574074074074073e-05
4,1.4302546296296297
10,0.00010416666666666667
5,1.1574074074074073e-05
11,2.427650462962963
12,4.081099537037037
13,0.15917824074074075
13,4.613842592592593
14,16.333993055555556
2,2.0
2,0.0
2,0.0
3,31.322916666666668
4,0.0
3,2.3148148148148147e-05
4,0.0
5,0.0
13,28.024872685185183
7,0.0008217592592592593
3,11.54892361111111
9,0.0
5,26.537407407407407
7,0.00037037037037037035
7,32.23016203703704
7,0.002523148148148148
5,0.0002546296296296296
7,0.6325578703703704
5,0.0009375
7,0.0006944444444444445
3,34.25561342592592
4,4.575567129629629
10,0.00020833333333333335
9,5.355324074074074
3,0.9818981481481481
7,2.899722222222222
4,1.2963078703703703
10,0.00018518518518518518
10,1.299224537037037
5,2.3148148148148147e-05
4,1.7398842592592592
10,0.00010416666666666667
5,2.3148148148148147e-05
10,7.36275462962963
7,2.3200231481481484
5,9.259259259259259e-05
10,0.052905092592592594
4,9.651909722222221
10,0.0001273148148148148
5,1.1574074074074073e-05
11,0.38425925925925924
10,0.11854166666666667
5,2.3148148148148147e-05
11,1.8723611111111111
12,11.030590277777778
14,63.833819444444444
12,-62.44354166666667
15,0.6637152777777777
12,0.3582523148148148
14,61.42157407407407
13,340.22743055555554
7,0.0011458333333333333
13,86.07399305555556
3,0.0
4,0.0
10,6.944444444444444e-05
16,0.0001388888888888889
13,5.787037037037037e-05
7,0.0002546296296296296
13,0.00016203703703703703
3,0.0
4,0.0
10,0.00010416666666666667
16,9.259259259259259e-05
