activity,timestamp
2,4.0
3,0.0
139,0.0
104,0.0
252,0.0
4,0.0
5,0.0
6,0.0
10,0.0
9,0.0
3,0.0
12,0.3833796296296296
15,40.61662037037037
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
143,0.0
7,0.0
128,0.0
316,0.0
26,0.0
127,0.0
31,0.0
30,0.0
28,0.0
29,0.0
27,0.0
32,0.0
23,4.0
33,0.0
290,0.0
34,0.0
38,0.0
37,0.0
37,0.0
35,0.0
40,0.0
25,0.0
42,0.0
24,0.0
39,0.0
41,0.0
36,0.36876157407407406
2,3.0
3,0.0
139,0.0
104,0.0
252,0.0
4,0.0
5,0.0
6,0.0
9,0.0
3,0.0
10,0.0
12,0.5128819444444445
15,5.487118055555555
13,0.0
43,0.0
44,0.0
143,0.0
7,0.0
127,0.0
128,0.0
45,0.0
47,1.0
116,55.0
117,0.0
118,0.0
115,0.0
120,7.0
119,0.0
48,47.0
49,0.0
52,0.0
51,0.0
13,0.0
53,0.0
16,0.0
17,0.0
98,0.0
6,0.0
160,0.0
15,0.0
106,0.0
107,0.0
8,0.0
108,0.0
121,0.0
19,0.0
20,0.0
112,0.0
100,0.0
138,0.0
99,0.0
122,0.0
111,0.0
32,0.0
109,0.0
82,0.0
50,0.0
28,0.0
113,0.0
31,0.0
128,0.0
26,0.0
30,0.0
101,0.0
27,0.0
46,0.0
29,0.0
10,0.0
114,0.6497800925925926
112,0.0009606481481481482
22,7.349259259259259
23,0.0
33,0.0
290,0.0
34,0.0
39,0.0
38,0.0
124,0.0
24,0.0
35,0.0
32,0.0
25,0.0
42,0.0
40,0.0
37,0.0
41,0.0
36,0.3958217592592593
123,3.472222222222222e-05
37,5.787037037037037e-05
77,42.60408564814815
174,28.0
82,0.0
82,0.0
81,0.0
80,0.0
85,0.0
84,0.0
83,0.0
78,0.5989699074074074
3,2.0
139,0.0
104,0.0
252,0.0
4,0.0
5,0.0
6,0.0
2,0.0
10,0.0
9,0.0
3,0.0
2,5.0
3,0.0
139,0.0
104,0.0
252,0.0
4,0.0
5,0.0
6,0.0
3,0.0
9,0.0
10,0.0
12,0.3874884259259259
15,1.612511574074074
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
7,0.0
143,0.0
29,0.0
127,0.0
30,0.0
28,0.0
27,0.0
32,0.0
128,0.0
26,0.0
31,0.0
23,4.0
33,0.0
290,0.0
34,0.0
77,0.0
41,0.0
42,0.0
37,0.0
25,0.0
40,0.0
24,0.0
39,0.0
37,0.0
38,0.0
35,0.0
36,0.4219560185185185
79,44.57804398148148
85,0.0
82,0.0
82,0.0
84,0.0
80,0.0
11,0.0
83,0.0
81,0.0
78,0.5125347222222222
2,4.0
3,0.0
139,0.0
104,0.0
252,0.0
4,0.0
5,0.0
6,0.0
9,0.0
10,0.0
3,0.0
12,0.4079976851851852
15,23.592002314814813
13,0.0
14,0.0
143,0.0
7,0.0
29,0.0
26,0.0
15,3.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
27,0.0
32,0.0
30,0.0
31,0.0
28,0.0
23,10.0
33,0.0
290,0.0
34,0.0
25,0.0
35,0.0
41,0.0
38,0.0
24,0.0
37,0.0
40,0.0
39,0.0
37,0.0
42,0.0
36,0.3595138888888889
79,77.64048611111112
82,0.0
84,0.0
85,0.0
77,0.0
82,0.0
11,0.0
81,0.0
83,0.0
80,0.0
78,0.7410416666666667
3,0.0
139,0.0
104,0.0
252,0.0
1,0.0
9,0.0
4,3.0
5,0.0
6,0.0
10,0.0
