activity,timestamp,resource
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.045454545454545456
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.045454545454545456
3,16.8828125,0.09090909090909091
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.045454545454545456
3,16.8828125,0.09090909090909091
3,1.1574074074074073e-05,0.09090909090909091
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.045454545454545456
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.045454545454545456
2,15.724745370370371,0.045454545454545456
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.045454545454545456
2,15.724745370370371,0.045454545454545456
6,0.22398148148148148,0.045454545454545456
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.045454545454545456
2,15.724745370370371,0.045454545454545456
6,0.22398148148148148,0.045454545454545456
3,19.057986111111113,0.045454545454545456
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.045454545454545456
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.045454545454545456
2,7.853668981481482,0.09090909090909091
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.045454545454545456
2,7.853668981481482,0.09090909090909091
2,10.065671296296296,0.18181818181818182
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.045454545454545456
2,7.853668981481482,0.09090909090909091
2,10.065671296296296,0.18181818181818182
6,0.0059490740740740745,0.18181818181818182
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.045454545454545456
2,7.853668981481482,0.09090909090909091
2,10.065671296296296,0.18181818181818182
6,0.0059490740740740745,0.18181818181818182
3,0.017673611111111112,0.18181818181818182
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.4090909090909091
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.4090909090909091
2,0.0001388888888888889,0.4090909090909091
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.4090909090909091
2,0.0001388888888888889,0.4090909090909091
6,0.004629629629629629,0.4090909090909091
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.4090909090909091
2,0.0001388888888888889,0.4090909090909091
6,0.004629629629629629,0.4090909090909091
3,8.113773148148148,0.4090909090909091
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.4090909090909091
2,0.0001388888888888889,0.4090909090909091
6,0.004629629629629629,0.4090909090909091
3,8.113773148148148,0.4090909090909091
2,5.78994212962963,0.4090909090909091
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.4090909090909091
2,0.0001388888888888889,0.4090909090909091
6,0.004629629629629629,0.4090909090909091
3,8.113773148148148,0.4090909090909091
2,5.78994212962963,0.4090909090909091
6,0.028368055555555556,0.4090909090909091
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.4090909090909091
2,0.0001388888888888889,0.4090909090909091
6,0.004629629629629629,0.4090909090909091
3,8.113773148148148,0.4090909090909091
2,5.78994212962963,0.4090909090909091
6,0.028368055555555556,0.4090909090909091
3,7.087627314814815,0.4090909090909091
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.09090909090909091
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.09090909090909091
2,1.0152314814814816,0.09090909090909091
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.09090909090909091
2,1.0152314814814816,0.09090909090909091
3,7.255891203703704,0.7272727272727273
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
0,0.0,0.0
1,0.0,0.045454545454545456
0,0.0,0.0
0,0.0,0.0
