activity,timestamp
3,16.8828125
3,1.1574074074074073e-05
4,15.00025462962963
2,15.724745370370371
6,0.22398148148148148
3,19.057986111111113
4,15.000196759259259
2,7.853668981481482
2,10.065671296296296
6,0.0059490740740740745
3,0.017673611111111112
4,15.00017361111111
2,0.0001388888888888889
6,0.004629629629629629
3,8.113773148148148
2,5.78994212962963
6,0.028368055555555556
3,7.087627314814815
4,15.00017361111111
2,1.0152314814814816
3,7.255891203703704
4,35.72978009259259
2,0.00010416666666666667
3,0.04538194444444445
4,30.960358796296298
2,13.822800925925925
6,0.1284375
3,6.879548611111111
4,15.000266203703704
2,14.882222222222222
3,26.281805555555554
4,15.000231481481482
1,0.006828703703703704
2,0.9040277777777778
3,0.0001273148148148148
4,57.09462962962963
2,0.0002199074074074074
3,1.0212962962962964
4,42.98570601851852
2,0.7389467592592592
3,0.21792824074074074
4,32.04736111111111
2,0.7641898148148148
3,0.0004976851851851852
4,43.19752314814815
2,0.014872685185185185
6,13.848831018518519
3,15.305335648148148
4,15.00013888888889
2,0.0002199074074074074
3,0.06243055555555556
4,30.940729166666667
6,0.07496527777777778
2,34.266921296296296
3,9.259259259259259e-05
4,15.000243055555556
2,0.00037037037037037035
3,0.0006597222222222222
4,45.04704861111111
3,0.00042824074074074075
3,0.0
4,46.001863425925926
2,8.00650462962963
6,2.982349537037037
2,0.18094907407407407
6,2.047083333333333
3,1.6620601851851853
4,19.349074074074075
2,16.62869212962963
3,0.00980324074074074
4,15.00025462962963
1,3.2881828703703704
2,0.00028935185185185184
6,0.052395833333333336
6,1.1574074074074073e-05
2,0.0002314814814814815
3,0.0002314814814814815
4,28.661909722222223
2,3.140625
3,10.81912037037037
4,17.044618055555556
2,0.0006944444444444445
3,0.13820601851851852
4,30.86508101851852
2,0.002361111111111111
3,0.8353472222222222
4,33.168946759259256
2,0.8880208333333334
3,42.06896990740741
4,15.000127314814815
2,0.00015046296296296297
3,0.03857638888888889
4,30.968263888888888
2,0.07148148148148148
3,0.0005324074074074074
4,34.93461805555555
1,0.00017361111111111112
1,0.8581597222222223
2,0.00010416666666666667
3,0.0007175925925925926
4,30.143356481481483
2,21.95230324074074
3,0.2722222222222222
4,15.000127314814815
2,0.0030208333333333333
3,9.259259259259259e-05
4,44.00283564814815
2,0.11642361111111112
3,1.0149652777777778
4,57.83291666666667
1,31.04482638888889
2,0.0001273148148148148
3,3.972835648148148
4,15.000196759259259
2,0.0003125
3,2.0330902777777777
4,50.92597222222222
2,0.0002546296296296296
3,0.02652777777777778
4,43.9766087962963
2,0.018819444444444444
3,24.003344907407406
4,30.0003125
3,3.7303587962962963
3,1.1574074074074073e-05
4,42.31384259259259
2,0.0003356481481481481
3,0.012407407407407407
4,30.993368055555557
2,0.0020717592592592593
3,0.11976851851851852
4,43.925555555555555
2,2.6265625
3,0.006458333333333333
4,44.36856481481482
1,24.931203703703705
1,1.1574074074074073e-05
2,6.944444444444444e-05
6,3.857835648148148
2,1.022337962962963
3,0.00016203703703703703
4,15.00017361111111
2,12.970543981481482
6,0.02053240740740741
3,4.251145833333333
4,19.973275462962963
6,0.009675925925925926
3,7.295891203703704
4,29.002083333333335
2,0.01599537037037037
3,0.002199074074074074
4,48.02400462962963
3,0.05599537037037037
4,30.946064814814815
2,0.0002662037037037037
3,4.047418981481481
4,32.95540509259259
2,3.015740740740741
3,0.0021412037037037038
4,40.983773148148146
2,1.0644444444444445
3,0.004166666666666667
4,50.934953703703705
2,0.10193287037037037
3,0.04597222222222222
4,30.85471064814815
7,16.744791666666668
7,0.0
11,9.153298611111111
11,3.472222222222222e-05
8,0.002361111111111111
3,0.028171296296296295
4,15.000231481481482
2,3.932303240740741
6,6.078032407407408
3,8.068958333333333
4,15.000127314814815
1,13.961770833333333
2,0.003310185185185185
3,19.25076388888889
4,14.958587962962962
2,2.0237962962962963
3,4.950162037037037
4,24.030671296296298
2,0.8611342592592592
3,0.00037037037037037035
4,43.140775462962964
2,17.778275462962963
3,0.09159722222222222
4,15.00013888888889
3,0.7437847222222222
4,45.304155092592595
2,0.14515046296296297
3,7.778159722222222
4,38.083009259259256
2,7.661064814814814
8,0.33782407407407405
3,9.78587962962963
4,15.000208333333333
1,2.787037037037037
2,0.28662037037037036
3,9.259259259259259e-05
4,27.929641203703703
2,0.1168287037037037
3,4.1323842592592595
4,28.755127314814814
2,0.028333333333333332
3,0.14605324074074075
4,30.82695601851852
1,0.00019675925925925926
2,0.0001273148148148148
3,16.9865625
4,15.041840277777778
3,18.266886574074075
4,15.00013888888889
3,34.64326388888889
4,15.000104166666667
2,0.0061342592592592594
3,1.9128472222222221
4,29.04246527777778
2,0.9451736111111111
6,0.058923611111111114
3,20.22398148148148
4,21.99761574074074
2,0.0059722222222222225
3,0.00024305555555555555
4,39.99621527777778
2,0.0010879629629629629
3,7.114016203703704
4,45.000277777777775
2,0.00016203703703703703
3,3.025960648148148
4,36.97711805555556
2,1.0040856481481482
6,0.0028125
2,3.959351851851852
3,8.101851851851852e-05
4,28.037708333333335
2,36.19019675925926
3,1.7421875
4,15.000150462962964
2,0.019791666666666666
6,0.23846064814814816
2,0.7505555555555555
3,0.0001273148148148148
4,30.16
2,0.00019675925925925926
3,1.0109606481481481
4,35.98974537037037
2,14.217893518518519
6,3.6803125
3,0.045856481481481484
4,15.000150462962964
2,1.0324652777777779
3,14.967106481481482
4,15.041863425925927
1,0.0015625
2,9.259259259259259e-05
3,0.012280092592592592
4,30.98984953703704
2,0.00018518518518518518
3,0.21880787037037036
4,32.824131944444446
3,0.22677083333333334
4,43.77773148148148
2,5.680949074074074
6,0.02613425925925926
3,17.049074074074074
4,15.000266203703704
2,0.9408564814814815
6,19.13741898148148
3,14.731203703703704
