activity,timestamp,resource,variant
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.6034188034188034,0.0030581039755351682
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.8068376068376069,0.0030581039755351682
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.6136752136752137,0.8226299694189603
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.6136752136752137,0.8226299694189603
5,0.03900462962962963,0.6136752136752137,0.8226299694189603
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.6136752136752137,0.8226299694189603
5,0.03900462962962963,0.6136752136752137,0.8226299694189603
2,0.9273726851851852,0.6136752136752137,0.8226299694189603
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.6136752136752137,0.8226299694189603
5,0.03900462962962963,0.6136752136752137,0.8226299694189603
2,0.9273726851851852,0.6136752136752137,0.8226299694189603
5,5.787037037037037e-05,0.6136752136752137,0.8226299694189603
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.6136752136752137,0.8226299694189603
5,0.03900462962962963,0.6136752136752137,0.8226299694189603
2,0.9273726851851852,0.6136752136752137,0.8226299694189603
5,5.787037037037037e-05,0.6136752136752137,0.8226299694189603
1,5.952442129629628,0.2564102564102564,0.8226299694189603
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.6136752136752137,0.8226299694189603
5,0.03900462962962963,0.6136752136752137,0.8226299694189603
2,0.9273726851851852,0.6136752136752137,0.8226299694189603
5,5.787037037037037e-05,0.6136752136752137,0.8226299694189603
1,5.952442129629628,0.2564102564102564,0.8226299694189603
2,9.911041666666666,0.2564102564102564,0.8226299694189603
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.6136752136752137,0.8226299694189603
5,0.03900462962962963,0.6136752136752137,0.8226299694189603
2,0.9273726851851852,0.6136752136752137,0.8226299694189603
5,5.787037037037037e-05,0.6136752136752137,0.8226299694189603
1,5.952442129629628,0.2564102564102564,0.8226299694189603
2,9.911041666666666,0.2564102564102564,0.8226299694189603
3,0.00040509259259259264,0.5111111111111111,0.8226299694189603
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.6136752136752137,0.8226299694189603
5,0.03900462962962963,0.6136752136752137,0.8226299694189603
2,0.9273726851851852,0.6136752136752137,0.8226299694189603
5,5.787037037037037e-05,0.6136752136752137,0.8226299694189603
1,5.952442129629628,0.2564102564102564,0.8226299694189603
2,9.911041666666666,0.2564102564102564,0.8226299694189603
3,0.00040509259259259264,0.5111111111111111,0.8226299694189603
3,0.0215625,0.4717948717948718,0.8226299694189603
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.013675213675213675,0.0030581039755351682
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.13162393162393163,0.0030581039755351682
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.2564102564102564,0.8256880733944955
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.2564102564102564,0.8256880733944955
5,0.0021875,0.2564102564102564,0.8256880733944955
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.2564102564102564,0.8256880733944955
5,0.0021875,0.2564102564102564,0.8256880733944955
1,15.298946759259259,0.2564102564102564,0.8256880733944955
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.2564102564102564,0.8256880733944955
5,0.0021875,0.2564102564102564,0.8256880733944955
1,15.298946759259259,0.2564102564102564,0.8256880733944955
3,0.8058333333333333,0.5025641025641026,0.8256880733944955
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.2564102564102564,0.8256880733944955
5,0.0021875,0.2564102564102564,0.8256880733944955
1,15.298946759259259,0.2564102564102564,0.8256880733944955
3,0.8058333333333333,0.5025641025641026,0.8256880733944955
2,5.059814814814816,0.5025641025641026,0.8256880733944955
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.2564102564102564,0.8256880733944955
5,0.0021875,0.2564102564102564,0.8256880733944955
1,15.298946759259259,0.2564102564102564,0.8256880733944955
3,0.8058333333333333,0.5025641025641026,0.8256880733944955
2,5.059814814814816,0.5025641025641026,0.8256880733944955
2,22.116203703703704,0.5025641025641026,0.8256880733944955
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.2564102564102564,0.8256880733944955
5,0.0021875,0.2564102564102564,0.8256880733944955
1,15.298946759259259,0.2564102564102564,0.8256880733944955
3,0.8058333333333333,0.5025641025641026,0.8256880733944955
2,5.059814814814816,0.5025641025641026,0.8256880733944955
2,22.116203703703704,0.5025641025641026,0.8256880733944955
2,0.8805902777777778,0.7623931623931623,0.8256880733944955
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.2564102564102564,0.8256880733944955
