activity,timestamp,resource,variant
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
1,0.0,0.0017094017094017094,0.23547400611620795
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
1,0.0,0.0017094017094017094,0.23547400611620795
2,2254.836226851852,0.0017094017094017094,0.23547400611620795
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
1,0.0,0.0017094017094017094,0.23547400611620795
2,2254.836226851852,0.0017094017094017094,0.23547400611620795
3,0.0016782407407407408,0.0017094017094017094,0.23547400611620795
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
1,0.0,0.0017094017094017094,0.23547400611620795
2,2254.836226851852,0.0017094017094017094,0.23547400611620795
3,0.0016782407407407408,0.0017094017094017094,0.23547400611620795
2,0.008888888888888889,0.0017094017094017094,0.23547400611620795
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.003418803418803419,0.23853211009174313
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.003418803418803419,0.23853211009174313
2,0.12856481481481485,0.003418803418803419,0.23853211009174313
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.003418803418803419,0.23853211009174313
2,0.12856481481481485,0.003418803418803419,0.23853211009174313
5,1121.0547222222224,0.003418803418803419,0.23853211009174313
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.003418803418803419,0.23853211009174313
2,0.12856481481481485,0.003418803418803419,0.23853211009174313
5,1121.0547222222224,0.003418803418803419,0.23853211009174313
2,639.697650462963,0.003418803418803419,0.23853211009174313
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.003418803418803419,0.23853211009174313
2,0.12856481481481485,0.003418803418803419,0.23853211009174313
5,1121.0547222222224,0.003418803418803419,0.23853211009174313
2,639.697650462963,0.003418803418803419,0.23853211009174313
2,139.13489583333333,0.005128205128205128,0.23853211009174313
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.003418803418803419,0.07033639143730887
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.003418803418803419,0.07033639143730887
5,988.2209027777776,0.003418803418803419,0.07033639143730887
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.003418803418803419,0.07033639143730887
5,988.2209027777776,0.003418803418803419,0.07033639143730887
2,639.6988657407408,0.003418803418803419,0.07033639143730887
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.003418803418803419,0.07033639143730887
5,988.2209027777776,0.003418803418803419,0.07033639143730887
2,639.6988657407408,0.003418803418803419,0.07033639143730887
2,137.07069444444446,0.005128205128205128,0.07033639143730887
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.003418803418803419,0.07033639143730887
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.003418803418803419,0.07033639143730887
5,936.9185069444444,0.003418803418803419,0.07033639143730887
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.003418803418803419,0.07033639143730887
5,936.9185069444444,0.003418803418803419,0.07033639143730887
2,639.6989120370371,0.003418803418803419,0.07033639143730887
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.003418803418803419,0.07033639143730887
5,936.9185069444444,0.003418803418803419,0.07033639143730887
2,639.6989120370371,0.003418803418803419,0.07033639143730887
2,137.0485416666667,0.005128205128205128,0.07033639143730887
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.006837606837606838,0.11314984709480122
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.006837606837606838,0.11314984709480122
5,861.0023958333335,0.006837606837606838,0.11314984709480122
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.006837606837606838,0.11314984709480122
5,861.0023958333335,0.006837606837606838,0.11314984709480122
1,265.86700231481484,0.006837606837606838,0.11314984709480122
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
2,0.0,0.006837606837606838,0.11314984709480122
5,861.0023958333335,0.006837606837606838,0.11314984709480122
1,265.86700231481484,0.006837606837606838,0.11314984709480122
