activity,timestamp,resource,variant,spurious
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
1,0.0016782407407407408,0.0017094017094017096,1.0,0.6666666666666666
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
1,0.0016782407407407408,0.0017094017094017096,1.0,0.6666666666666666
2,2254.836226851852,0.0017094017094017096,1.0,0.6666666666666666
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
1,0.0016782407407407408,0.0017094017094017096,1.0,0.6666666666666666
2,2254.836226851852,0.0017094017094017096,1.0,0.6666666666666666
3,0.0,0.0017094017094017096,1.0,0.6666666666666666
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
1,0.0016782407407407408,0.0017094017094017096,1.0,0.6666666666666666
2,2254.836226851852,0.0017094017094017096,1.0,0.6666666666666666
3,0.0,0.0017094017094017096,1.0,0.6666666666666666
2,0.008888888888888889,0.0017094017094017096,1.0,0.6666666666666666
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0034188034188034192,0.5,0.3333333333333333
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0034188034188034192,0.5,0.3333333333333333
2,0.12856481481481485,0.0034188034188034192,0.5,0.3333333333333333
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0034188034188034192,0.5,0.3333333333333333
2,0.12856481481481485,0.0034188034188034192,0.5,0.3333333333333333
4,1121.0547222222224,0.0034188034188034192,0.5,0.3333333333333333
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0034188034188034192,0.5,0.3333333333333333
2,0.12856481481481485,0.0034188034188034192,0.5,0.3333333333333333
4,1121.0547222222224,0.0034188034188034192,0.5,0.3333333333333333
2,639.697650462963,0.0034188034188034192,0.5,0.3333333333333333
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0034188034188034192,0.5,0.3333333333333333
2,0.12856481481481485,0.0034188034188034192,0.5,0.3333333333333333
4,1121.0547222222224,0.0034188034188034192,0.5,0.3333333333333333
2,639.697650462963,0.0034188034188034192,0.5,0.3333333333333333
2,139.13489583333333,0.005128205128205128,0.5,0.3333333333333333
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0034188034188034192,0.25,0.16666666666666666
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0034188034188034192,0.25,0.16666666666666666
4,988.2209027777776,0.0034188034188034192,0.25,0.16666666666666666
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0034188034188034192,0.25,0.16666666666666666
4,988.2209027777776,0.0034188034188034192,0.25,0.16666666666666666
2,639.6988657407408,0.0034188034188034192,0.25,0.16666666666666666
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0034188034188034192,0.25,0.16666666666666666
4,988.2209027777776,0.0034188034188034192,0.25,0.16666666666666666
2,639.6988657407408,0.0034188034188034192,0.25,0.16666666666666666
2,137.07069444444446,0.005128205128205128,0.25,0.16666666666666666
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0034188034188034192,1.0,0.6666666666666666
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0034188034188034192,1.0,0.6666666666666666
4,936.9185069444444,0.0034188034188034192,1.0,0.6666666666666666
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0034188034188034192,1.0,0.6666666666666666
4,936.9185069444444,0.0034188034188034192,1.0,0.6666666666666666
2,639.6989120370371,0.0034188034188034192,1.0,0.6666666666666666
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0034188034188034192,1.0,0.6666666666666666
4,936.9185069444444,0.0034188034188034192,1.0,0.6666666666666666
2,639.6989120370371,0.0034188034188034192,1.0,0.6666666666666666
2,137.0485416666667,0.005128205128205128,1.0,0.6666666666666666
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0068376068376068385,0.5,0.3333333333333333
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0068376068376068385,0.5,0.3333333333333333
4,861.0023958333335,0.0068376068376068385,0.5,0.3333333333333333
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0068376068376068385,0.5,0.3333333333333333
4,861.0023958333335,0.0068376068376068385,0.5,0.3333333333333333
3,265.86700231481484,0.0068376068376068385,0.5,0.3333333333333333
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0068376068376068385,0.5,0.3333333333333333
4,861.0023958333335,0.0068376068376068385,0.5,0.3333333333333333
3,265.86700231481484,0.0068376068376068385,0.5,0.3333333333333333
2,375.92444444444436,0.0068376068376068385,0.5,0.3333333333333333
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0068376068376068385,0.5,0.3333333333333333
4,861.0023958333335,0.0068376068376068385,0.5,0.3333333333333333
3,265.86700231481484,0.0068376068376068385,0.5,0.3333333333333333
2,375.92444444444436,0.0068376068376068385,0.5,0.3333333333333333
1,70.28208333333333,0.0068376068376068385,0.5,0.3333333333333333
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0068376068376068385,0.5,0.3333333333333333
4,861.0023958333335,0.0068376068376068385,0.5,0.3333333333333333
3,265.86700231481484,0.0068376068376068385,0.5,0.3333333333333333
2,375.92444444444436,0.0068376068376068385,0.5,0.3333333333333333
1,70.28208333333333,0.0068376068376068385,0.5,0.3333333333333333
2,49.8056712962963,0.0068376068376068385,0.5,0.3333333333333333
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0034188034188034192,1.0,0.6666666666666666
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0034188034188034192,1.0,0.6666666666666666
2,151.9067824074074,0.0034188034188034192,1.0,0.6666666666666666
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
2,0.0,0.0034188034188034192,1.0,0.6666666666666666
2,151.9067824074074,0.0034188034188034192,1.0,0.6666666666666666
4,421.90274305555573,0.0034188034188034192,1.0,0.6666666666666666
0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0
